headers;"Код заказа";Материал;"Объём, л";price;stock
CRVZSB-10;"Нержавеющая сталь";10;27255.91;"65 шт"
CRVZSB-6;"Нержавеющая сталь";6;19327.03;"0 шт"
CRVZSB-5;"Нержавеющая сталь";5;17844.82;"87 шт"
headers;"Код заказа";"Для серии";Типоразмер;Материал;price;stock
EAC30T-P01;EA;3000;Сталь;688.03;"647 шт"
EAC40T-P01;EA;4000;Сталь;926.22;"188 шт"
headers;"Код заказа";"Для серии";Типоразмер;"Степень фильтрации, мкм";Материал;price;stock
EAFM4000-033-P01;EA;4000;0.3;Полимер;1939.18;"62 шт"
EAFD3000-033-P01;EA;3000;0.01;Полимер;1735.94;"170 шт"
EAFM3000-033-P01;EA;3000;0.3;Полимер;1522.34;"56 шт"
headers;"Код заказа";Материал;"Объём, л";price;stock
CRVZSB-20;"Нержавеющая сталь";20;41404.90;"23 шт"
headers;"Код заказа";"Для серии";Типоразмер;"Степень фильтрации, мкм";Материал;price;stock
EAFD4000-033-P01;EA;4000;0.01;Полимер;2209.73;"57 шт"
headers;"Код заказа";"Для серии";Типоразмер;Материал;price;stock
EAC220-P01;EA;2000;Сталь;92.43;"17 шт"
headers;"Код заказа";"Для серии";Типоразмер;"Степень фильтрации, мкм";Материал;price;stock
EAW4000-033-1;EA;4000;40;Полимер;59.03;"139 шт"
EAW3000-033-1;EA;3000;40;Полимер;35.21;"224 шт"
EAW2000-033-1;EA;2000;40;Полимер;35.21;"84 шт"
EAW4000-033-2;EA;4000;5;Полимер;56.31;"139 шт"
EAW3000-033-2;EA;3000;5;Полимер;35.60;"532 шт"
EAW2000-033-2;EA;2000;5;Полимер;35.60;"123 шт"
headers;"Код заказа";"Для серии";Типоразмер;Материал;price;stock
EAC420-P01;EA;4000;Сталь;154.69;"18 шт"
EAC320-P01;EA;3000;Сталь;160.52;"59 шт"
headers;"Код заказа";Материал;"Объём, л";price;stock
CRVZSB-2;"Нержавеющая сталь";2;10902.36;"48 шт"
headers;"Код заказа";"Для серии";Типоразмер;Материал;price;stock
EAC440-P01;EA;4000;Сталь;222.66;"17 шт"
EAC340-P01;EA;3000;Сталь;182.53;"21 шт"
EAC240-P01;EA;2000;Сталь;120.39;"14 шт"
EAC20T-P01;EA;2000;Сталь;456.96;"433 шт"
